base_card_uuid,uuid,face_change,name,type,power,toughness,loyalty,keywords,rules_text,flavor_text
9a55b60a-5d90-4f73-984e-53fdcc0366e4,e3267088-516b-4719-8a82-ab04f02ad80b,transform,It That Rides as One,Creature -- Eldrazi Horror,4,4,NULL,"Lifelink,Transform,First strike,Trample","First strike, trample, lifelink",""". . . but until this morning, I'd never seen them be of one body.""\n -- Ulda, Gavony Rider"
9ac657eb-d831-43a0-ba17-ec307121d3e7,5a5ce874-5344-4d37-9b76-d50df77b23dc,art_series,Tazeem Roilmage,Card,NULL,NULL,NULL,NULL,NULL,NULL
9aec6f53-1663-484e-b706-23870001c938,1772a377-657f-4ec3-bee7-fca6dbec2a5e,art_series,Forest 1,Card,NULL,NULL,NULL,NULL,NULL,NULL
9afc4e25-a9c6-4dda-932a-dc4bff45877e,8ae502d6-998a-4427-b25b-22fd1f0a7e77,art_series,Mind Carver,Card,NULL,NULL,NULL,NULL,NULL,NULL
9b111525-0600-4bae-94a3-df8f9472388f,a304c599-4391-4c00-876b-f20c1785cc24,double_faced_token,Clue,Token,NULL,NULL,NULL,NULL,NULL,NULL
9d9c1c46-7aa7-464c-87b0-b29b9663daef,4b9d63d2-b8e5-4e77-9bfc-054afe71ce79,transform,Chalice of Death,Artifact,NULL,NULL,NULL,Transform,{T}: Target player loses 5 life.,"""The bitter taste of life's only certainty."""
9e8c0009-787f-480b-84b6-bf297f1fb466,d18ad4d2-a6b8-4095-8cd5-3eaca5617e41,transform,Spitfire Bastion,Legendary Land,NULL,NULL,NULL,Transform,"(Transforms from Vance's Blasting Cannons.)\n{T}: Add {R}.\n{2}{R}, {T}: Spitfire Bastion deals 3 damage to any target.","""Now instead of a ship, Ripley Vance commands a fortress."""
9f25e1cf-eeb4-458d-8fb2-b3a2f86bdd54,026b64b5-9d18-4b68-8625-a0d2a5497444,transform,"Liliana, Defiant Necromancer",Legendary Planeswalker -- Liliana,NULL,NULL,3,Lifelink,"+2: Each player discards a card.\n -- X: Return target nonlegendary creature card with converted mana cost X from your graveyard to the battlefield.\n -- 8: You get an emblem with ""Whenever a creature dies, return it to the battlefield under your control at the beginning of the next end step."" ",NULL
a020dc47-3747-4123-9954-f0e87a858b8c,bf1acc6a-efc5-4015-94d6-f2b457bc77a3,double_faced_token,Horror,Token Creature -- Horror,1,1,NULL,Flying,Flying,NULL
a1344cfe-6ee6-44fc-b5fe-e7980a5143c6,06a5d923-79e7-4ad2-b12a-f4d23194b288,art_series,Scour All Possibilities,Card,NULL,NULL,NULL,NULL,NULL,NULL
a156b510-8879-4a7b-b15b-71374cb1e6f7,69253a43-9c47-447d-ac89-a67c15e7c934,modal_dfc,Valakut Stoneforge,Land,NULL,NULL,NULL,NULL,Valakut Stoneforge enters the battlefield tapped.\n{T}: Add {R}.,NULL
a250398e-1a6a-4607-bfb5-11015cee5522,589f1d1d-a530-4d57-ab5e-0a41e81ed58c,art_series,Ninja of the New Moon,Card,NULL,NULL,NULL,NULL,NULL,NULL
a2c044c0-3625-4bdf-9445-b462394cecae,78055383-5af8-4f1c-bf07-d3a7466db63f,transform,Werewolf Ransacker,Creature -- Werewolf,5,4,NULL,Transform,"Whenever this creature transforms into Werewolf Ransacker, you may destroy target artifact. If that artifact is put into a graveyard this way, Werewolf Ransacker deals 3 damage to that artifact's controller.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Werewolf Ransacker.",NULL
a32ce90d-9138-4aca-aa3c-a558dd16fad8,a55f4db2-98ef-4297-a3ff-452ba9fa4eee,transform,Insidious Mist,Creature -- Elemental,0,1,NULL,"Indestructible,Transform,Hexproof","Hexproof, indestructible\nInsidious Mist can't block and can't be blocked.\nWhenever Insidious Mist attacks and isn't blocked, you may pay {2}{B}. If you do, transform it.",NULL
a465d79f-7840-4cd6-b2d6-abf416045baf,001b0ecb-a6bd-4569-8797-e184a536317f,art_series,Lotus Cobra,Card,NULL,NULL,NULL,NULL,NULL,NULL
a63c30c0-369a-4a75-b352-edab4d263d1b,1aa39685-8b19-461d-955e-e41b3b40f5a5,transform,Howling Chorus,Creature -- Eldrazi Werewolf,3,5,NULL,Transform,"Creatures with power less than Howling Chorus's power can't block it.\nWhenever Howling Chorus deals combat damage to a player, create a 3/2 colorless Eldrazi Horror creature token.",NULL
a66d5ee9-86a7-4052-a868-8dc6398342b3,46f6c97d-6777-4612-aac7-a8c5a0b2be2b,transform,Withengar Unbound,Legendary Creature -- Demon,13,13,NULL,"Flying,Transform,Trample,Equip,Intimidate","Flying, intimidate, trample (A creature with intimidate can't be blocked except by artifact creatures and/or creatures that share a color with it.)\nWhenever a player loses the game, put thirteen +1/+1 counters on Withengar Unbound.","""There are not enough lives on Innistrad to satisfy his thirst for retribution."""
a69541db-3f4e-412f-aa8e-dec1e74f74dc,a1caf64b-7a9b-4589-8623-f6a1d4a85f9f,modal_dfc,Spikefield Cave,Land,NULL,NULL,NULL,NULL,Spikefield Cave enters the battlefield tapped.\n{T}: Add {R}.,"""Silence until we're through. Even a whisper's echo can dislodge death from above.""\n -- Raff Slugeater, goblin shortcutter"
a6cb69b6-88dd-4ae6-b123-c75d8f39c538,77dc52f8-3f05-4d72-84c7-43dd2b383522,modal_dfc,"Sea Gate, Reborn",Land,NULL,NULL,NULL,NULL,"As Sea Gate, Reborn enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {U}.","""We carry on the legacy of those who defended our world by continuing to unearth its secrets.""\n -- Tazri"
a6ef520b-6a32-433e-b674-5d6584b12d34,bb05e5ab-64bf-4d58-a9aa-0bfb2f3ad28e,art_series,Serra the Benevolent,Card,NULL,NULL,NULL,NULL,NULL,NULL
a7146984-4666-4e01-b7dd-eed5c35fc765,f0654615-d936-4961-adc9-bad60f31ee7d,art_series,Mind Rake,Card,NULL,NULL,NULL,NULL,NULL,NULL
a893bffb-1ced-49be-96a6-2ecfb98b60fb,dc95897e-22f6-47ba-b36d-7c4214d46389,transform,"Jace, Telepath Unbound",Legendary Planeswalker -- Jace,NULL,NULL,5,Mill,"+1: Up to one target creature gets -2/-0 until your next turn.\n -- 3: You may cast target instant or sorcery card from your graveyard this turn. If that spell would be put into your graveyard this turn, exile it instead.\n -- 9: You get an emblem with ""Whenever you cast a spell, target opponent mills five cards."" ",NULL
a910d400-8053-4c90-82e7-bf3e22e81633,d9c390c8-2073-432b-9e88-316417a29ed0,modal_dfc,"Sea Gate, Reborn",Land,NULL,NULL,NULL,NULL,"As Sea Gate, Reborn enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {U}.",NULL
aae6fb12-b252-453b-bca7-1ea2a0d6c8dc,b8b456e4-7360-488f-98b5-9695fd04d73c,transform,Ravager of the Fells,Creature -- Werewolf,4,4,NULL,"Transform,Trample","Trample\nWhenever this creature transforms into Ravager of the Fells, it deals 2 damage to target opponent or planeswalker and 2 damage to up to one target creature that player or that planeswalker's controller controls.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Ravager of the Fells.",NULL
abbbb466-31ef-42dd-9993-124f7ec3d8ae,dcca4aa2-44af-428b-acc1-9e3ad66b8a81,transform,Archdemon of Greed,Creature -- Demon,9,9,NULL,"Flying,Transform,Trample","Flying, trample\nAt the beginning of your upkeep, sacrifice a Human. If you can't, tap Archdemon of Greed and it deals 9 damage to you.","""The price is paid. The power is mine!"""
abdd053f-87ea-4cc8-b3df-a0c69c798d57,82d2e0ff-e299-4d06-806c-280c3d1b4d7c,art_series,Soul Shatter,Card,NULL,NULL,NULL,NULL,NULL,NULL
ada9a974-8f1f-4148-bd61-200fc14714b2,794c15df-dae2-4cf0-b8a7-92aa1347634f,modal_dfc,Makindi Mesas,Land,NULL,NULL,NULL,NULL,Makindi Mesas enters the battlefield tapped.\n{T}: Add {W}.,"""The ground is rumbling. Better hope it's just the Roil!""\n -- Kreq of Sunder Bay"
adc6f1f0-7293-4d00-99a7-a7533b2d9b9e,6d90bb93-7a29-4a5b-8053-439793049fc2,modal_dfc,Timbercrown Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {G}.,"""Walk quickly and ignore any roars from the undergrowth.""\n -- Enwor, Sea Gate Expeditionary House"
ae155ee2-008f-4dc6-82bf-476be7baa224,1ddad4cd-87c4-4bb0-88ab-975bb90a3f2d,transform,"Avacyn, the Purifier",Legendary Creature -- Angel,6,5,NULL,"Flying,Vigilance,Transform,Flash","Flying\nWhen this creature transforms into Avacyn, the Purifier, it deals 3 damage to each other creature and each opponent.","""Wings that once bore hope are now stained with blood. She is our guardian no longer.""\n -- Grete, cathar apostate"
ae420b3f-2f5b-4a4a-8d3a-8e6a3288c35a,71e74299-54d1-4521-8b15-fb638147d246,modal_dfc,Pillarverge Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {W}.,NULL
ae496fbb-c42d-4bd8-b8a6-3d9fa66530de,02555a9f-0e34-42be-a60c-eebb072c05ef,art_series,Umezawa's Charm,Card,NULL,NULL,NULL,NULL,NULL,NULL
af6a8b6f-344a-4a4f-8949-b3ab2465b74b,0aa88eb2-16ca-4e92-8ade-bf35ab11d579,transform,"Adanto, the First Fort",Legendary Land,NULL,NULL,NULL,Transform,"(Transforms from Legion's Landing.)\n{T}: Add {W}.\n{2}{W}, {T}: Create a 1/1 white Vampire creature token with lifelink.",NULL
b08ddcf3-c31b-4fb5-922c-09747e270c50,2678d0fb-9a18-429b-bcaf-1eea5e848ca9,art_series,Reclaim the Wastes,Card,NULL,NULL,NULL,NULL,NULL,NULL
b0cceea8-d15c-4b17-aef7-b4300bc29ee6,ac1a00c6-33b7-417f-8448-f18235b6babf,art_series,Island 2,Card,NULL,NULL,NULL,NULL,NULL,NULL
b0d6caf0-4fa8-4ec5-b7f4-1307474d1b13,2892edb4-4cd8-4974-87f5-589985ea5095,transform,"Chandra, Roaring Flame",Legendary Planeswalker -- Chandra,NULL,NULL,4,NULL,"+1: Chandra, Roaring Flame deals 2 damage to target player or planeswalker.\n -- 2: Chandra, Roaring Flame deals 2 damage to target creature.\n -- 7: Chandra, Roaring Flame deals 6 damage to each opponent. Each player dealt damage this way gets an emblem with ""At the beginning of your upkeep, this emblem deals 3 damage to you."" ",NULL
b0fe4b53-18f6-42eb-b03f-cab3e5a7fba6,1710d793-8cc5-4a75-94d5-bec5ec92ba37,modal_dfc,Murkwater Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {B}.,NULL
b101dd14-aff1-4811-bf1b-468930dd2999,ca809851-2020-4b55-b111-02a6ff672e19,transform,"Liliana, Defiant Necromancer",Legendary Planeswalker -- Liliana,NULL,NULL,3,Lifelink,"+2: Each player discards a card.\n -- X: Return target nonlegendary creature card with converted mana cost X from your graveyard to the battlefield.\n -- 8: You get an emblem with ""Whenever a creature dies, return it to the battlefield under your control at the beginning of the next end step."" ",NULL
b10441dd-9029-4f95-9566-d3771ebd36bd,ccdb40c0-82ed-4166-81de-12605573ef44,double_faced_token,Mowu,Token Legendary Creature -- Dog,3,3,NULL,NULL,NULL,NULL
b13ee10c-b09d-4ab5-a9f9-16e4acfc86de,59f4c200-dd7f-4b8a-9f6a-dd346e7a8d12,modal_dfc,Boulderloft Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {W}.,"""The path is stable. It's the gusts all around it that are a bit 'whoosh -- oops -- bye.'""\n -- Kreq of Sunder Bay"
b150d71f-11c9-40d6-a461-4967ef437315,29c0e930-9a50-4afd-8266-bc4a326fa5df,transform,Tovolar's Magehunter,Creature -- Werewolf,5,5,NULL,Transform,"Whenever an opponent casts a spell, Tovolar's Magehunter deals 2 damage to that player.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Tovolar's Magehunter.",NULL
b157345d-b997-4868-9c8a-e86e8c7ffed5,3f3ac5aa-ac55-47e2-b238-794b4fb772e6,art_series,Spinehorn Minotaur,Card,NULL,NULL,NULL,NULL,NULL,NULL
b2274cda-b97f-4027-9cd8-c35eeaa0b5e6,c73895bb-4478-4f92-a9c0-d3ed15b9b192,modal_dfc,Hagra Broodpit,Land,NULL,NULL,NULL,NULL,Hagra Broodpit enters the battlefield tapped.\n{T}: Add {B}.,NULL
b245e80e-a113-4f34-a089-e3e514eaddc0,e7b8b73d-1e3d-4ba4-9211-d0c26fcda12e,transform,"Ormendahl, Profane Prince",Legendary Creature -- Demon,9,7,NULL,"Flying,Lifelink,Indestructible,Transform,Haste","Flying, lifelink, indestructible, haste","""With Griselbrand gone, the Skirsdag eagerly awaited another demon to claim their devotion. Ormendahl did not make them wait long."""
b37aa12c-a6b3-4cf8-b5a4-0a999ff12d02,cd494439-5d94-406c-b071-833356d027e3,transform,"Arlinn, Embraced by the Moon",Legendary Planeswalker -- Arlinn,NULL,NULL,NULL,Transform,"+1: Creatures you control get +1/+1 and gain trample until end of turn.\n -- 1: Arlinn, Embraced by the Moon deals 3 damage to any target. Transform Arlinn, Embraced by the Moon.\n -- 6: You get an emblem with ""Creatures you control have haste and '{T}: This creature deals damage equal to its power to any target.'"" ",NULL
b3b87bfc-f97f-4734-94f6-e3e2f335fc4d,b5cce3ca-1052-44bc-8800-170dffe33763,transform,"Itlimoc, Cradle of the Sun",Legendary Land,NULL,NULL,NULL,Transform,(Transforms from Growing Rites of Itlimoc.)\n{T}: Add {G}.\n{T}: Add {G} for each creature you control.,"""Before the Sun Empire was born, humans and merfolk joined their magic to invoke a blessing of fertility on the land."""
b4160322-ff40-41a4-887a-73cd6b85ae45,3719b8f7-b00d-44a3-82c9-b6640576b404,transform,"Garruk, the Veil-Cursed",Legendary Planeswalker -- Garruk,NULL,NULL,NULL,Transform,"+1: Create a 1/1 black Wolf creature token with deathtouch.\n -- 1: Sacrifice a creature. If you do, search your library for a creature card, reveal it, put it into your hand, then shuffle your library.\n -- 3: Creatures you control gain trample and get +X/+X until end of turn, where X is the number of creature cards in your graveyard.",NULL
b4b99ebb-0d54-4fe5-a495-979aaa564aa8,e2020098-f0a7-4d12-ba0a-0ad2c2420c14,modal_dfc,Murkwater Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {B}.,"""Here, at least, the danger is usually in plain sight.""\n -- Zahr Gada, Halimar expedition leader"
b54aa3cb-b9dd-4dc3-af89-4476a2d4042a,a8a94d91-d8d7-474a-b95c-77f68ef2003a,art_series,Kitesail Cleric,Card,NULL,NULL,NULL,NULL,NULL,NULL
b5c9649e-9ae5-4926-bf08-71ba23aa37f1,38d81eba-4863-44f2-b264-f8ad281eddc2,transform,Perfected Form,Creature -- Insect Horror,5,4,NULL,"Flying,Transform,Mill",Flying,"""The final pages of the experiment log were blank. Investigators found it abandoned on a desk in the researcher's lab, open, the pages flipping in the wind from a shattered window."""
b6867ddd-f953-41c6-ba36-86ae2c14c908,78cdfe8b-0c75-4de1-a7c1-86c3a3f16902,transform,Extricator of Flesh,Creature -- Eldrazi Horror,3,5,NULL,"Delirium,Transform","Eldrazi you control have vigilance.\n{2}, {T}, Sacrifice a non-Eldrazi creature: Create a 3/2 colorless Eldrazi Horror creature token.","""After the end, a new beginning."""
b6de14ae-0132-4261-af00-630bf15918cd,79c21202-e40b-45e1-87d1-336b7bb1be79,modal_dfc,Tidechannel Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {U}.,"""Trust in the path, and it will bear you to safety.""\n -- Inga Rune-Eyes"
b6e6be8c-41c3-4348-a8dd-b40ceb24e9b4,b087650a-dc70-429a-ae7d-99d0a2d21eed,modal_dfc,Ondu Skyruins,Land,NULL,NULL,NULL,NULL,Ondu Skyruins enters the battlefield tapped.\n{T}: Add {W}.,"""It always seems so quiet in the aftermath of wrenching violence.""\n -- Nys Dal, Sea Gate trapfinder"
b6edac85-78e7-4e90-b538-b67c88bb5c62,7048b4f9-2a7a-4a36-a350-7f864b5de422,transform,Hinterland Scourge,Creature -- Werewolf,3,2,NULL,Transform,"Hinterland Scourge must be blocked if able.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Hinterland Scourge.",""". . . but the monster within was a tireless hunter."""
b851c41b-ed73-4ee4-9063-544f97f35f67,d8e4a5e4-3ed6-420b-816e-0d4590020dec,modal_dfc,Mistgate Pathway,Land,NULL,NULL,NULL,NULL,{T}: Add {U}.,NULL
b96daf2a-9065-484b-a078-c6ee5a0281ed,2f671d74-e568-45ea-a954-36fabceeed4c,transform,Spitfire Bastion,Legendary Land,NULL,NULL,NULL,Transform,"(Transforms from Vance's Blasting Cannons.)\n{T}: Add {R}.\n{2}{R}, {T}: Spitfire Bastion deals 3 damage to any target.","""Now instead of a ship, Ripley Vance commands a fortress."""
b9d80516-705e-40fe-bf13-702676fabc18,53fd4210-f4b9-4366-8d40-ac408b3077f4,art_series,Expedition Healer,Card,NULL,NULL,NULL,NULL,NULL,NULL
ba520560-0693-4e5e-926f-72add8bf0d45,ff56a603-ef20-4912-a3e9-122ed0d59a3c,art_series,Mountain 2,Card,NULL,NULL,NULL,NULL,NULL,NULL
bb89599a-1883-45da-a87a-25e3f70c5a33,dd92db59-8f40-40ec-abc3-d0e6f5b0b9ed,transform,"Garruk, the Veil-Cursed",Legendary Planeswalker -- Garruk,NULL,NULL,NULL,Transform,"+1: Create a 1/1 black Wolf creature token with deathtouch.\n -- 1: Sacrifice a creature. If you do, search your library for a creature card, reveal it, put it into your hand, then shuffle your library.\n -- 3: Creatures you control gain trample and get +X/+X until end of turn, where X is the number of creature cards in your graveyard.",NULL
bb90a6f1-c7f2-4c2e-ab1e-59c5c7937841,5bd6fec2-86f2-4d3b-93d0-70aede822ba1,transform,Wildblood Pack,Creature -- Werewolf,5,5,NULL,"Transform,Trample","Trample\nAttacking creatures you control get +3/+0.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Wildblood Pack.",NULL
bc7239ea-f8aa-4a6f-87bd-c35359635673,8352f8a3-d04f-4fc3-b76f-2b9508bbc777,modal_dfc,"Shatterskull, the Hammer Pass",Land,NULL,NULL,NULL,NULL,"As Shatterskull, the Hammer Pass enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {R}.","""The safest way across the Skyfangs is to fly. Shatterskull Pass is a pretty distant second.""\n -- Samila, Murasa Expeditionary House"
bcb7ad8b-be3e-42e4-8a2e-07d4eb00c906,fd866e66-7075-4b3c-86e7-757126285bff,modal_dfc,"Emeria, Shattered Skyclave",Land,NULL,NULL,NULL,NULL,"As Emeria, Shattered Skyclave enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {W}.","""You called it the castle of a god. It is less than that, and so much more.""\n -- Kasla, Emeria shepherd"
bcbf574d-809a-4a68-883f-8632122154bb,24db1df3-87d7-4d7c-8eb4-09a2f37af9e1,art_series,"Nahiri, Heir of the Ancients 2",Card,NULL,NULL,NULL,NULL,NULL,NULL
bef82c00-3ac0-463a-9901-6e383569c0f0,6f125efd-5123-4054-a157-28aea901c027,art_series,"Akiri, Fearless Voyager",Card,NULL,NULL,NULL,NULL,NULL,NULL
bfc92a35-9e40-4a7b-a7cb-f0b4537ea996,c91ea185-3a80-4152-b987-afe5a4084111,transform,Tovolar's Magehunter,Creature -- Werewolf,5,5,NULL,Transform,"Whenever an opponent casts a spell, Tovolar's Magehunter deals 2 damage to that player.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Tovolar's Magehunter.",NULL
c0243401-e3ae-41c6-a3a0-9cd4b330c200,923f2d66-7c11-4338-95fb-6b24ea783389,transform,Skin Shedder,Creature -- Insect Horror,3,4,NULL,Enchant,NULL,"""Patient complained of burning sensation in upper back and at base of neck. Bed rest recommended. In a couple days, he should feel like a new man.""\n -- Lagra, hamlet physician"
c03e1d3f-3502-499a-ad8a-c7fe75419a64,68f0ade5-aac4-4f73-95e7-4842eb0124b0,art_series,Swarm Shambler,Card,NULL,NULL,NULL,NULL,NULL,NULL
c06bcc5b-4ccd-452d-8579-beee6c5cbe98,97665aab-2eb8-48e8-b47c-fc643c572ef6,double_faced_token,Insect,Token Creature -- Insect,NULL,NULL,NULL,NULL,NULL,NULL
c0f9c733-0818-4a03-8f0c-a163d09e0fff,e7b0fad3-5a8d-4b97-b631-d41d4c6bb5d1,transform,Treasure Cove,Land,NULL,NULL,NULL,"Transform,Scry","(Transforms from Treasure Map.)\n{T}: Add {C}.\n{T}, Sacrifice a Treasure: Draw a card.","""Half the treasure is the glory of finding it."""
c16ba84e-a0cc-4c6c-9b80-713247b8fef9,4c7d01fb-404a-4bfa-bc49-2989f3e4de09,transform,Vault of Catlacan,Legendary Land,NULL,NULL,NULL,Transform,(Transforms from Storm the Vault.)\n{T}: Add one mana of any color.\n{T}: Add {U} for each artifact you control.,"""Swimming in coins proved harder than they'd hoped, but dancing was a jingling delight."""
c1f53d7a-9dad-46e8-b686-cd1362867445,915dc314-e64e-4c10-9c5e-5e996d791e5f,transform,"Ormendahl, Profane Prince",Legendary Creature -- Demon,9,7,NULL,"Flying,Lifelink,Indestructible,Transform,Haste","Flying, lifelink, indestructible, haste","""With Griselbrand gone, the Skirsdag eagerly awaited another demon to claim their devotion. Ormendahl did not make them wait long."""
c470539a-9cc7-4175-8f7c-c982b6072b6d,feb54d98-ec7b-4621-ad0b-ce10d3694ce3,modal_dfc,"Emeria, Shattered Skyclave",Land,NULL,NULL,NULL,NULL,"As Emeria, Shattered Skyclave enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {W}.","""You called it the castle of a god. It is less than that, and so much more.""\n -- Kasla, Emeria shepherd"
c4ac7570-e74e-4081-ac53-cf41e695b7eb,e0f2d6da-21bd-4936-9fe0-dce90aadad19,transform,Temple of Aclazotz,Legendary Land,NULL,NULL,NULL,Transform,"(Transforms from Arguel's Blood Fast.)\n{T}: Add {B}.\n{T}, Sacrifice a creature: You gain life equal to the sacrificed creature's toughness.",""". . . to the lost temple of a bat-god of night, eternal enemy to the Threefold Sun."""
c5cb3052-358d-44a7-8cfd-cd31b236494a,f0522043-6605-44b8-99d7-e39400281fe9,modal_dfc,Bala Ged Sanctuary,Land,NULL,NULL,NULL,NULL,Bala Ged Sanctuary enters the battlefield tapped.\n{T}: Add {G}.,"""I know it's around here somewhere.""\n -- Doral, Bala Ged guide"
c92712f9-2ee6-441e-b103-6d43410cf01d,ef26dea4-7f18-4b7b-9f88-885017935688,transform,Conqueror's Foothold,Land,NULL,NULL,NULL,Crew,"(Transforms from Conqueror's Galleon.)\n{T}: Add {C}.\n{2}, {T}: Draw a card, then discard a card.\n{4}, {T}: Draw a card.\n{6}, {T}: Return target card from your graveyard to your hand.",NULL
ca50edb2-e50e-4601-ae18-1a313e041105,0b8da77e-a74e-47c6-889e-a9e4364f3044,modal_dfc,"Emeria, Shattered Skyclave",Land,NULL,NULL,NULL,NULL,"As Emeria, Shattered Skyclave enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {W}.",NULL
ca6acb60-974b-4fb0-80dd-9ce99cee4019,06f49f51-4532-447e-94ba-582d40c607d0,art_series,Mirrodin Besieged,Card,NULL,NULL,NULL,NULL,NULL,NULL
caf85b78-8318-4dfa-9c75-5b5857a4cf07,b248a964-ebd0-4e7a-b663-cc3622d188e5,modal_dfc,"Shatterskull, the Hammer Pass",Land,NULL,NULL,NULL,NULL,"As Shatterskull, the Hammer Pass enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {R}.","""The safest way across the Skyfangs is to fly. Shatterskull Pass is a pretty distant second.""\n -- Samila, Murasa Expeditionary House"
cb09041b-4d09-4cae-9e85-b859edae885b,053673a5-79ea-42d7-9301-62b08c4026ff,transform,Unhallowed Cathar,Creature -- Zombie Soldier,2,1,NULL,Vigilance,Unhallowed Cathar can't block.,"""Just fight without fear. Your soul is protected by the hand of Avacyn and will never submit to evil.""\n -- Thalia, to Constable Visil"
cb9cca2d-7372-44ba-9eb7-9a1e63dcc4c4,cca4ea45-31da-4895-b860-ac0f8e2bde66,art_series,Winds of Abandon,Card,NULL,NULL,NULL,NULL,NULL,NULL
cc750c64-fd83-4b7b-9a40-a99213e6fa6d,fc810529-2a67-4b51-ab41-c88c1a615c21,transform,"Jace, Telepath Unbound",Legendary Planeswalker -- Jace,NULL,NULL,5,Mill,"+1: Up to one target creature gets -2/-0 until your next turn.\n -- 3: You may cast target instant or sorcery card from your graveyard this turn. If that spell would be put into your graveyard this turn, exile it instead.\n -- 9: You get an emblem with ""Whenever you cast a spell, target opponent mills five cards."" ",NULL
cc77373d-34d1-475b-ade9-f49bb64bff9c,d933b668-c6a3-4ef6-9592-0be41c7d4a1b,double_faced_token,Elf Knight,Token Creature -- Elf Knight,2,2,NULL,Vigilance,Vigilance,NULL
ccfdceac-be00-4da1-a36d-89bba8220fba,2c23ce16-5869-4b86-9fe3-5213c7dd0656,art_series,Cliffhaven Sell-Sword,Card,NULL,NULL,NULL,NULL,NULL,NULL
cd11928c-aa2b-4022-86fd-8cbfba5e2685,32ccb4de-b633-4d7e-bbce-64790b06ce94,modal_dfc,"Turntimber, Serpentine Wood",Land,NULL,NULL,NULL,NULL,"As Turntimber, Serpentine Wood enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {G}.","""The trees here twist around spikes of mana, feeding off the flowing power.""\n -- Jori En, expedition leader"
cd5435d0-789f-4c42-8efc-165c072404a2,26637b94-e519-4b83-8a1e-da72f12f952d,transform,Ironfang,Creature -- Werewolf,3,1,NULL,"Transform,First strike","First strike\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Ironfang.","""Each morning, he repairs the front door."""
cd9bee55-0256-4f4c-b417-144d6d86c957,463fc0a8-91cc-4928-821f-fea4242f1377,art_series,Echo of Eons,Card,NULL,NULL,NULL,NULL,NULL,NULL
ce0a6fa9-f664-4263-8deb-8112f860814c,21b6584a-7351-414e-865e-38679de7b368,transform,"Arlinn, Embraced by the Moon",Legendary Planeswalker -- Arlinn,NULL,NULL,NULL,Transform,"+1: Creatures you control get +1/+1 and gain trample until end of turn.\n -- 1: Arlinn, Embraced by the Moon deals 3 damage to any target. Transform Arlinn, Embraced by the Moon.\n -- 6: You get an emblem with ""Creatures you control have haste and '{T}: This creature deals damage equal to its power to any target.'"" ",NULL
cec6c5cd-d072-4094-a63b-824fb2077c1f,b891db79-9981-4207-bb8a-369c6a512610,art_series,"Drana, the Last Bloodchief",Card,NULL,NULL,NULL,NULL,NULL,NULL
cf10e63e-3d75-4c73-9b4b-10690e9f8e1d,6a67a1d2-d5dd-469f-a836-bae6f36eca24,art_series,"Ashaya, Soul of the Wild",Card,NULL,NULL,NULL,NULL,NULL,NULL
cf2ad186-4d85-4628-ae84-3c58c88d34cb,df96256c-a6aa-471a-8336-dd8e50163b38,transform,Heir to the Night,Creature -- Vampire Berserker,3,2,NULL,"Flying,Transform",Flying,"""The Falkenrath have relinquished all pretense at nobility, losing themselves completely to their all-consuming thirst."""
d0c052ed-c761-4f1d-816b-092cdd6cb0fa,dfe635b0-8217-4aea-861c-b8a55fa261bd,double_faced_token,Saproling,Token Creature -- Saproling,1,1,NULL,Trample,NULL,NULL
d0d457d8-5b9b-437c-9656-8a692ef149e8,03f2e340-3772-442e-9e44-3f10e91586ce,modal_dfc,Ondu Skyruins,Land,NULL,NULL,NULL,NULL,Ondu Skyruins enters the battlefield tapped.\n{T}: Add {W}.,"""It always seems so quiet in the aftermath of wrenching violence.""\n -- Nys Dal, Sea Gate trapfinder"
d238d324-8c88-43ca-b203-133830d29447,6a9b42f9-a096-40f3-b34e-1786f06bac34,transform,Incited Rabble,Creature -- Human,2,3,NULL,Transform,Incited Rabble attacks each combat if able.\n{2}: Incited Rabble gets +1/+0 until end of turn.,"""Rumors are sparks: gather enough of them and something's going to catch fire."""
