id,base_card_uuid,face_change,name,type,power,toughness,loyalty,mana_cost,keywords,rules_text,flavor_text
334,b6867ddd-f953-41c6-ba36-86ae2c14c908,transform,Extricator of Flesh,Creature -- Eldrazi Horror,3,5,NULL,NULL,"Delirium,Transform","Eldrazi you control have vigilance.\n{2}, {T}, Sacrifice a non-Eldrazi creature: Create a 3/2 colorless Eldrazi Horror creature token.","""After the end, a new beginning."""
335,b6de14ae-0132-4261-af00-630bf15918cd,modal_dfc,Tidechannel Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {U}.,"""Trust in the path, and it will bear you to safety.""\n -- Inga Rune-Eyes"
336,b6e6be8c-41c3-4348-a8dd-b40ceb24e9b4,modal_dfc,Ondu Skyruins,Land,NULL,NULL,NULL,NULL,NULL,Ondu Skyruins enters the battlefield tapped.\n{T}: Add {W}.,"""It always seems so quiet in the aftermath of wrenching violence.""\n -- Nys Dal, Sea Gate trapfinder"
337,b6edac85-78e7-4e90-b538-b67c88bb5c62,transform,Hinterland Scourge,Creature -- Werewolf,3,2,NULL,NULL,Transform,"Hinterland Scourge must be blocked if able.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Hinterland Scourge.",""". . . but the monster within was a tireless hunter."""
339,b96daf2a-9065-484b-a078-c6ee5a0281ed,transform,Spitfire Bastion,Legendary Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Vance's Blasting Cannons.)\n{T}: Add {R}.\n{2}{R}, {T}: Spitfire Bastion deals 3 damage to any target.","""Now instead of a ship, Ripley Vance commands a fortress."""
340,b9d80516-705e-40fe-bf13-702676fabc18,art_series,Expedition Healer,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
341,ba520560-0693-4e5e-926f-72add8bf0d45,art_series,Mountain 2,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
342,bb89599a-1883-45da-a87a-25e3f70c5a33,transform,"Garruk, the Veil-Cursed",Legendary Planeswalker -- Garruk,NULL,NULL,NULL,NULL,Transform,"+1: Create a 1/1 black Wolf creature token with deathtouch.\n -- 1: Sacrifice a creature. If you do, search your library for a creature card, reveal it, put it into your hand, then shuffle your library.\n -- 3: Creatures you control gain trample and get +X/+X until end of turn, where X is the number of creature cards in your graveyard.",NULL
343,bb90a6f1-c7f2-4c2e-ab1e-59c5c7937841,transform,Wildblood Pack,Creature -- Werewolf,5,5,NULL,NULL,"Transform,Trample","Trample\nAttacking creatures you control get +3/+0.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Wildblood Pack.",NULL
344,bc7239ea-f8aa-4a6f-87bd-c35359635673,modal_dfc,"Shatterskull, the Hammer Pass",Land,NULL,NULL,NULL,NULL,NULL,"As Shatterskull, the Hammer Pass enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {R}.","""The safest way across the Skyfangs is to fly. Shatterskull Pass is a pretty distant second.""\n -- Samila, Murasa Expeditionary House"
345,bcb7ad8b-be3e-42e4-8a2e-07d4eb00c906,modal_dfc,"Emeria, Shattered Skyclave",Land,NULL,NULL,NULL,NULL,NULL,"As Emeria, Shattered Skyclave enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {W}.","""You called it the castle of a god. It is less than that, and so much more.""\n -- Kasla, Emeria shepherd"
346,bcbf574d-809a-4a68-883f-8632122154bb,art_series,"Nahiri, Heir of the Ancients 2",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
347,bef82c00-3ac0-463a-9901-6e383569c0f0,art_series,"Akiri, Fearless Voyager",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
348,bfc92a35-9e40-4a7b-a7cb-f0b4537ea996,transform,Tovolar's Magehunter,Creature -- Werewolf,5,5,NULL,NULL,Transform,"Whenever an opponent casts a spell, Tovolar's Magehunter deals 2 damage to that player.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Tovolar's Magehunter.",NULL
349,c0243401-e3ae-41c6-a3a0-9cd4b330c200,transform,Skin Shedder,Creature -- Insect Horror,3,4,NULL,NULL,Enchant,NULL,"""Patient complained of burning sensation in upper back and at base of neck. Bed rest recommended. In a couple days, he should feel like a new man.""\n -- Lagra, hamlet physician"
350,c03e1d3f-3502-499a-ad8a-c7fe75419a64,art_series,Swarm Shambler,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
351,c06bcc5b-4ccd-452d-8579-beee6c5cbe98,double_faced_token,Insect,Token Creature -- Insect,NULL,NULL,NULL,NULL,NULL,NULL,NULL
352,c0f9c733-0818-4a03-8f0c-a163d09e0fff,transform,Treasure Cove,Land,NULL,NULL,NULL,NULL,"Transform,Scry","(Transforms from Treasure Map.)\n{T}: Add {C}.\n{T}, Sacrifice a Treasure: Draw a card.","""Half the treasure is the glory of finding it."""
353,c16ba84e-a0cc-4c6c-9b80-713247b8fef9,transform,Vault of Catlacan,Legendary Land,NULL,NULL,NULL,NULL,Transform,(Transforms from Storm the Vault.)\n{T}: Add one mana of any color.\n{T}: Add {U} for each artifact you control.,"""Swimming in coins proved harder than they'd hoped, but dancing was a jingling delight."""
354,c1f53d7a-9dad-46e8-b686-cd1362867445,transform,"Ormendahl, Profane Prince",Legendary Creature -- Demon,9,7,NULL,NULL,"Flying,Lifelink,Indestructible,Transform,Haste","Flying, lifelink, indestructible, haste","""With Griselbrand gone, the Skirsdag eagerly awaited another demon to claim their devotion. Ormendahl did not make them wait long."""
355,c470539a-9cc7-4175-8f7c-c982b6072b6d,modal_dfc,"Emeria, Shattered Skyclave",Land,NULL,NULL,NULL,NULL,NULL,"As Emeria, Shattered Skyclave enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {W}.","""You called it the castle of a god. It is less than that, and so much more.""\n -- Kasla, Emeria shepherd"
356,c4ac7570-e74e-4081-ac53-cf41e695b7eb,transform,Temple of Aclazotz,Legendary Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Arguel's Blood Fast.)\n{T}: Add {B}.\n{T}, Sacrifice a creature: You gain life equal to the sacrificed creature's toughness.",""". . . to the lost temple of a bat-god of night, eternal enemy to the Threefold Sun."""
357,c5cb3052-358d-44a7-8cfd-cd31b236494a,modal_dfc,Bala Ged Sanctuary,Land,NULL,NULL,NULL,NULL,NULL,Bala Ged Sanctuary enters the battlefield tapped.\n{T}: Add {G}.,"""I know it's around here somewhere.""\n -- Doral, Bala Ged guide"
358,c92712f9-2ee6-441e-b103-6d43410cf01d,transform,Conqueror's Foothold,Land,NULL,NULL,NULL,NULL,Crew,"(Transforms from Conqueror's Galleon.)\n{T}: Add {C}.\n{2}, {T}: Draw a card, then discard a card.\n{4}, {T}: Draw a card.\n{6}, {T}: Return target card from your graveyard to your hand.",NULL
359,ca50edb2-e50e-4601-ae18-1a313e041105,modal_dfc,"Emeria, Shattered Skyclave",Land,NULL,NULL,NULL,NULL,NULL,"As Emeria, Shattered Skyclave enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {W}.",NULL
360,ca6acb60-974b-4fb0-80dd-9ce99cee4019,art_series,Mirrodin Besieged,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
361,caf85b78-8318-4dfa-9c75-5b5857a4cf07,modal_dfc,"Shatterskull, the Hammer Pass",Land,NULL,NULL,NULL,NULL,NULL,"As Shatterskull, the Hammer Pass enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {R}.","""The safest way across the Skyfangs is to fly. Shatterskull Pass is a pretty distant second.""\n -- Samila, Murasa Expeditionary House"
362,cb09041b-4d09-4cae-9e85-b859edae885b,transform,Unhallowed Cathar,Creature -- Zombie Soldier,2,1,NULL,NULL,Vigilance,Unhallowed Cathar can't block.,"""Just fight without fear. Your soul is protected by the hand of Avacyn and will never submit to evil.""\n -- Thalia, to Constable Visil"
363,cb9cca2d-7372-44ba-9eb7-9a1e63dcc4c4,art_series,Winds of Abandon,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
364,cc750c64-fd83-4b7b-9a40-a99213e6fa6d,transform,"Jace, Telepath Unbound",Legendary Planeswalker -- Jace,NULL,NULL,5,NULL,Mill,"+1: Up to one target creature gets -2/-0 until your next turn.\n -- 3: You may cast target instant or sorcery card from your graveyard this turn. If that spell would be put into your graveyard this turn, exile it instead.\n -- 9: You get an emblem with ""Whenever you cast a spell, target opponent mills five cards."" ",NULL
365,cc77373d-34d1-475b-ade9-f49bb64bff9c,double_faced_token,Elf Knight,Token Creature -- Elf Knight,2,2,NULL,NULL,Vigilance,Vigilance,NULL
366,ccfdceac-be00-4da1-a36d-89bba8220fba,art_series,Cliffhaven Sell-Sword,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
367,cd11928c-aa2b-4022-86fd-8cbfba5e2685,modal_dfc,"Turntimber, Serpentine Wood",Land,NULL,NULL,NULL,NULL,NULL,"As Turntimber, Serpentine Wood enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {G}.","""The trees here twist around spikes of mana, feeding off the flowing power.""\n -- Jori En, expedition leader"
368,cd5435d0-789f-4c42-8efc-165c072404a2,transform,Ironfang,Creature -- Werewolf,3,1,NULL,NULL,"Transform,First strike","First strike\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Ironfang.","""Each morning, he repairs the front door."""
369,cd9bee55-0256-4f4c-b417-144d6d86c957,art_series,Echo of Eons,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370,ce0a6fa9-f664-4263-8deb-8112f860814c,transform,"Arlinn, Embraced by the Moon",Legendary Planeswalker -- Arlinn,NULL,NULL,NULL,NULL,Transform,"+1: Creatures you control get +1/+1 and gain trample until end of turn.\n -- 1: Arlinn, Embraced by the Moon deals 3 damage to any target. Transform Arlinn, Embraced by the Moon.\n -- 6: You get an emblem with ""Creatures you control have haste and '{T}: This creature deals damage equal to its power to any target.'"" ",NULL
371,cec6c5cd-d072-4094-a63b-824fb2077c1f,art_series,"Drana, the Last Bloodchief",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
372,cf10e63e-3d75-4c73-9b4b-10690e9f8e1d,art_series,"Ashaya, Soul of the Wild",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
373,cf2ad186-4d85-4628-ae84-3c58c88d34cb,transform,Heir to the Night,Creature -- Vampire Berserker,3,2,NULL,NULL,"Flying,Transform",Flying,"""The Falkenrath have relinquished all pretense at nobility, losing themselves completely to their all-consuming thirst."""
374,d0c052ed-c761-4f1d-816b-092cdd6cb0fa,double_faced_token,Saproling,Token Creature -- Saproling,1,1,NULL,NULL,Trample,NULL,NULL
375,d0d457d8-5b9b-437c-9656-8a692ef149e8,modal_dfc,Ondu Skyruins,Land,NULL,NULL,NULL,NULL,NULL,Ondu Skyruins enters the battlefield tapped.\n{T}: Add {W}.,"""It always seems so quiet in the aftermath of wrenching violence.""\n -- Nys Dal, Sea Gate trapfinder"
376,d238d324-8c88-43ca-b203-133830d29447,transform,Incited Rabble,Creature -- Human,2,3,NULL,NULL,Transform,Incited Rabble attacks each combat if able.\n{2}: Incited Rabble gets +1/+0 until end of turn.,"""Rumors are sparks: gather enough of them and something's going to catch fire."""
377,d24c3d51-795d-4c01-a34a-3280fccd2d78,modal_dfc,Grimclimb Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {B}.,"""My mother wanted me to take over the family dry goods business, but no. I had to come here.""\n -- Yavotz, Sea Gate Expeditionary House"
378,d2d19d33-407b-42fc-84de-d8a0642723c1,double_faced_token,Centaur,Token Creature -- Centaur,3,3,NULL,NULL,Vigilance,NULL,NULL
379,d41b07c8-f0c8-4654-bcc2-00c785c8c628,transform,Ancient of the Equinox,Creature -- Treefolk,4,4,NULL,NULL,"Delirium,Transform,Hexproof,Trample,Mill","Trample, hexproof","""When the leaves fall and the nights grow cold, look elsewhere for firewood.""\n -- Ola of Lambholt"
380,d4c1d671-60f1-4415-860f-e73eb6cbc85e,art_series,Sword of Truth and Justice,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
381,d4d379b5-7f56-4a7d-a4ac-131fc3d579c6,transform,Primal Wellspring,Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Primal Amulet.)\n{T}: Add one mana of any color. When that mana is spent to cast an instant or sorcery spell, copy that spell and you may choose new targets for the copy.",NULL
382,d5e84d80-b5a6-4cd1-9f31-f6ca46bf2c0c,transform,Lone Wolf of the Natterknolls,Creature -- Werewolf,3,5,NULL,NULL,Transform,"Whenever an opponent casts a spell during your turn, draw two cards.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Lone Wolf of the Natterknolls.",""". . . but he'll have you for lunch."""
383,d614903d-57e5-43fb-b5b0-b4b796038673,art_series,Swamp 2,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
384,d67c7d80-05c9-4bd3-9a8e-14dfe4c075cd,double_faced_token,Energy Reserve,Card,NULL,NULL,NULL,NULL,NULL,(Place your energy counters in this area.),NULL
385,d728141b-2bb8-4e18-bb28-971b6641cc05,transform,Vildin-Pack Alpha,Creature -- Werewolf,4,3,NULL,NULL,"Transform,Haste","Whenever a Werewolf enters the battlefield under your control, you may transform it.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Vildin-Pack Alpha.",NULL
386,d784b13d-ef1b-498c-84ee-15ef290fffc2,art_series,Pillarverge Pathway,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
387,d78cd000-3908-446d-b155-dd8af3d8f166,transform,Temple of Aclazotz,Legendary Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Arguel's Blood Fast.)\n{T}: Add {B}.\n{T}, Sacrifice a creature: You gain life equal to the sacrificed creature's toughness.",""". . . to the lost temple of a bat-god of night, eternal enemy to the Threefold Sun."""
388,d7a03ae7-a8b5-43a5-8721-a9cc985ff961,art_series,Sea Gate Banneret,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
389,d81c4b3f-81c2-403b-8a5d-c9415f73a1f9,transform,"Atzal, Cave of Eternity",Legendary Land,NULL,NULL,NULL,NULL,Enchant,"(Transforms from Journey to Eternity.)\n{T}: Add one mana of any color.\n{3}{B}{G}, {T}: Return target creature card from your graveyard to the battlefield.",""". . . but every end is a new beginning."""
390,d89ede87-7719-496c-b0f9-905c31520d0d,art_series,"Ayula, Queen Among Bears",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,d8cc182e-e398-47a7-85e1-1e50ddb991e4,art_series,Skyclave Basilica,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
392,d8ed0335-daa6-4dbe-a94d-4d56c8cfd093,modal_dfc,Akoum Teeth,Land,NULL,NULL,NULL,NULL,Trample,Akoum Teeth enters the battlefield tapped.\n{T}: Add {R}.,"""Rock. Lava. Gravity. They're not cruel, but they're not forgiving either.""\n -- Tyrux, expedition warrior"
393,d936a994-e72b-4eaa-ac32-e32debc99b35,art_series,Prismatic Vista,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
394,d93a27d8-26cf-410b-a8a9-707239134951,transform,"Liliana, Defiant Necromancer",Legendary Planeswalker -- Liliana,NULL,NULL,3,NULL,Lifelink,"+2: Each player discards a card.\n -- X: Return target nonlegendary creature card with converted mana cost X from your graveyard to the battlefield.\n -- 8: You get an emblem with ""Whenever a creature dies, return it to the battlefield under your control at the beginning of the next end step."" ",NULL
395,d9f218ff-fbb3-4581-969d-c387c0bf62c9,modal_dfc,"Turntimber, Serpentine Wood",Land,NULL,NULL,NULL,NULL,NULL,"As Turntimber, Serpentine Wood enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {G}.","""The trees here twist around spikes of mana, feeding off the flowing power.""\n -- Jori En, expedition leader"
396,da57eb54-5199-4a56-95f7-f6ac432876b1,modal_dfc,Timbercrown Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {G}.,"""Walk quickly and ignore any roars from the undergrowth.""\n -- Enwor, Sea Gate Expeditionary House"
397,da5a513b-d949-46dd-bda6-002c0740c5d7,art_series,Scourge of the Skyclaves,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
398,dab2899e-0a3f-48ea-b521-2b526ba63c4d,art_series,Watcher for Tomorrow,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
399,dc0f5f99-7654-4121-b611-90454c9f75d4,art_series,Island 3,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400,dd67b716-713c-4925-ac9c-0acaa705d5a5,transform,"Azcanta, the Sunken Ruin",Legendary Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Search for Azcanta.)\n{T}: Add {U}.\n{2}{U}, {T}: Look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in any order.",NULL
401,dd8ca448-f734-4cb9-b1d5-790eed9a4b2d,transform,Howlpack Alpha,Creature -- Werewolf,3,3,NULL,NULL,Transform,"Each other creature you control that's a Werewolf or a Wolf gets +1/+1.\nAt the beginning of your end step, create a 2/2 green Wolf creature token.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Howlpack Alpha.",NULL
402,de50341a-6637-4971-9794-0660c7b68b18,art_series,Plains 2,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
403,df5019c7-f009-4e3a-ad7e-23427dabc757,art_series,Throatseeker,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
404,dff01835-d47a-4808-ba72-30dcb0ac9250,art_series,Anticognition,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
405,e0123e46-77ab-400d-bac7-a0057e137fbb,transform,Spires of Orazca,Land,NULL,NULL,NULL,NULL,Transform,(Transforms from Thaumatic Compass.)\n{T}: Add {C}.\n{T}: Untap target attacking creature an opponent controls and remove it from combat.,"""?Ǫ a cryptic objective.""\n -- Jace Beleren"
406,e1915d93-c7dd-4bb7-bd5c-63a359a02b97,transform,Krallenhorde Howler,Creature -- Werewolf,3,3,NULL,NULL,Transform,"Creature spells you cast cost {1} less to cast.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Krallenhorde Howler.",NULL
407,e2235007-b02e-463b-95e1-a8bea74a0f9d,double_faced_token,Angel,Token,NULL,NULL,NULL,NULL,Flying,NULL,NULL
408,e2476f7a-d4b9-4259-86f5-223fe9db496a,art_series,Wall of One Thousand Cuts,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
409,e326d5f4-63e1-45fa-8c48-6fdc05709c52,transform,Demon-Possessed Witch,Creature -- Human Shaman,4,3,NULL,NULL,"Delirium,Transform","When this creature transforms into Demon-Possessed Witch, you may destroy target creature.","""It looks like you could use some protection of your own."""
410,e42a0a3d-a987-4b24-b9d4-27380a12e093,transform,Howlpack of Estwald,Creature -- Werewolf,4,6,NULL,NULL,Transform,"At the beginning of each upkeep, if a player cast two or more spells last turn, transform Howlpack of Estwald.","""Estwald's citizens don't dislike outsiders -- they taste just fine."""
411,e4a07170-0731-411f-acd5-041b9e7f22e2,art_series,Answered Prayers,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
412,e58e4576-5c3f-42ea-b6c0-0826632dd317,art_series,Thundering Rebuke,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
413,e630fc56-a96f-4abf-be8d-f0f40d5a9edf,transform,Persistent Nightmare,Creature -- Nightmare,1,1,NULL,NULL,"Skulk,Mill","Skulk (This creature can't be blocked by creatures with greater power.)\nWhen Persistent Nightmare deals combat damage to a player, return it to its owner's hand.","""It seemed so real!"""
414,e63f8b20-f45b-4293-9aac-cdc021939be6,modal_dfc,Pelakka Caverns,Land,NULL,NULL,NULL,NULL,NULL,Pelakka Caverns enters the battlefield tapped.\n{T}: Add {B}.,"""As a child, I was afraid of the dark. Now I'm afraid of the things I know are lurking in the dark, waiting to bite my head off.""\n -- Sneeflebrix, expedition rogue"
415,e7b5705f-dc56-41af-a781-8a41aaa7c5b8,transform,"Jace, Telepath Unbound",Legendary Planeswalker -- Jace,NULL,NULL,5,NULL,Mill,"+1: Up to one target creature gets -2/-0 until your next turn.\n -- 3: You may cast target instant or sorcery card from your graveyard this turn. If that spell would be put into your graveyard this turn, exile it instead.\n -- 9: You get an emblem with ""Whenever you cast a spell, target opponent mills five cards."" ",NULL
416,e8d00d0d-93c6-4058-939b-6a0c45354efc,art_series,"Hogaak, Arisen Necropolis",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
417,eab36651-d758-4984-ac07-0ecea7e3a386,art_series,Bazaar Trademage,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
418,eabcf59a-f300-4077-9498-f1ecb8423ee3,modal_dfc,Hagra Broodpit,Land,NULL,NULL,NULL,NULL,NULL,Hagra Broodpit enters the battlefield tapped.\n{T}: Add {B}.,"""I think we somehow got turned around.""\n -- Doros, expedition guide"
419,eb150d2c-8177-4565-9786-a4ca226328a0,art_series,"Grakmaw, Skyclave Ravager",Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
420,eb55e544-ab9d-403d-93ee-19e792a256c5,modal_dfc,Grimclimb Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {B}.,NULL
421,ebf5e16f-a8bd-419f-b5ca-8c7fce09c4f1,transform,Ludevic's Abomination,Creature -- Lizard Horror,13,13,NULL,NULL,"Transform,Trample,Defender",Trample,"""After several frustrating experiments, the visionary Ludevic realized he needed to create a monster that fed on torch-wielding mobs."""
422,ec00d2d2-6597-474a-9353-345bbedfe57e,transform,Terror of Kruin Pass,Creature -- Werewolf,3,3,NULL,NULL,"Transform,First strike,Double strike","Double strike\nWerewolves you control have menace. (They can't be blocked except by two or more creatures.)\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Terror of Kruin Pass.",NULL
423,edc71870-656c-40f9-b2b0-f69a46bf8c51,modal_dfc,Pillarverge Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {W}.,NULL
424,ee648500-a213-4aa4-a97c-b7223c11bebd,transform,Fibrous Entangler,Creature -- Eldrazi Werewolf,4,6,NULL,NULL,"Vigilance,Transform",Vigilance\nFibrous Entangler must be blocked if able.\nFibrous Entangler can block an additional creature each combat.,""". . . because to be honest, I couldn't tell you.""\n -- Halana, Kessig ranger"
425,ef8d4393-0ded-41c2-a6b5-b01d994b32a2,double_faced_token,Strictly Better (cont'd),Card,NULL,NULL,NULL,NULL,NULL,TO WIN:\nThe first player to win three categories is the winner!\nCATEGORIES:\n1. Best vacation spot\n2. First pick in Draft\n3. Grossest\n4. Cutest\n5. Shiniest\n6. Best rock band name\n7. Most likely to eat a hedron\n8. Best party leader\n9. Most inept\n10. Coolest treasure\n11. Most heroic\n12. Most likely to split the party\n13. Loudest\n14. The next Planeswalker\n15. The next fad diet\n16. Best mystery novel title\n17. Best birthday gift\n18. Best win condition\n19. Worst weather\n20. Worst way to die\n21. Best flavor text\n22. Best dinner date\n23. Most likely to steal your date\n24. Best dressed\n25. Tastiest\n26. Hottest\n27. Biggest\n28. Smallest\n29. Most dangerous job\n30. Dream job\n31. Most colorful\n32. Colossal Dreadmaw's dinner\n33. Last picked in dodgeball\n34. Best pet,NULL
426,efb61c20-84ae-45e7-9e8a-3f254f1b2a76,art_series,Plague Engineer,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
427,f0751366-8b2e-483a-83cb-3a2d97aeb5e1,art_series,Sea Gate Restoration,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
428,f17d1460-4810-448c-9bba-afd3ff0bcfd3,art_series,Soulherder,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
429,f1bb8fb5-32f2-444d-85cb-de84657b21bd,transform,"Grimlock, Ferocious King",Legendary Artifact Creature -- Dinosaur,8,8,NULL,NULL,Trample,"Trample\n{2}, Convert a Transformers toy you own to its other mode: Grimlock, Ferocious King becomes Grimlock, Dinobot Leader.","""Why you think Grimlock stupid? Me not stupid. Grimlock smartest Dinobot."""
430,f1ed1819-6e7b-432b-bedd-0ccda3c2ce15,transform,Temple of Aclazotz,Legendary Land,NULL,NULL,NULL,NULL,Transform,"(Transforms from Arguel's Blood Fast.)\n{T}: Add {B}.\n{T}, Sacrifice a creature: You gain life equal to the sacrificed creature's toughness.",""". . . to the lost temple of a bat-god of night, eternal enemy to the Threefold Sun."""
431,f25d56f9-aa54-4657-9ac9-e93fbba3e715,modal_dfc,Sejiri Glacier,Land,NULL,NULL,NULL,NULL,NULL,Sejiri Glacier enters the battlefield tapped.\n{T}: Add {W}.,"""This place offers nothing and takes everything.""\n -- Enwor, Sea Gate Expeditionary House"
432,f2687683-2986-4e22-97d9-7820c870475b,transform,Stonewing Antagonizer,Artifact Creature -- Gargoyle Horror,4,2,NULL,NULL,"Flying,Transform,Defender",Flying,"""Nahiri twisted them in shape and bent them to her will."""
433,f31cb1d0-b6c5-4851-a0a5-7847eba9b5fb,transform,Insidious Mist,Creature -- Elemental,0,1,NULL,NULL,"Indestructible,Transform,Hexproof","Hexproof, indestructible\nInsidious Mist can't block and can't be blocked.\nWhenever Insidious Mist attacks and isn't blocked, you may pay {2}{B}. If you do, transform it.",NULL
434,f346605b-ab5c-4bc7-bcb8-ae3743a834a8,modal_dfc,Timbercrown Pathway,Land,NULL,NULL,NULL,NULL,NULL,{T}: Add {G}.,"""Walk quickly and ignore any roars from the undergrowth.""\n -- Enwor, Sea Gate Expeditionary House"
435,f3beec7a-070e-4b9f-b3b2-b3eeb80670c8,transform,Westvale Cult Leader,Creature -- Human Cleric,*,*,NULL,NULL,Transform,"Westvale Cult Leader's power and toughness are each equal to the number of creatures you control.\nAt the beginning of your end step, create a 1/1 white and black Human Cleric creature token.",NULL
436,f43f5f02-1b29-4e75-a6af-378dcc88c3df,transform,Branded Howler,Creature -- Werewolf,4,4,NULL,NULL,Transform,"At the beginning of each upkeep, if a player cast two or more spells last turn, transform Branded Howler.","""It is said that one of the most notorious werewolf howlpacks, the Vildin, only calls those whose hands are already stained with blood."""
437,f500cb95-d5ea-4cf2-920a-f1df45a9059b,transform,Ghastly Haunting,Enchantment -- Aura,NULL,NULL,NULL,NULL,"Flying,Transform,Enchant",Enchant creature\nYou control enchanted creature.,"""The body often twists and flails spasmodically as the spirit explores its new home."""
438,f530953f-1e86-4c07-891b-58b728a63844,modal_dfc,"Shatterskull, the Hammer Pass",Land,NULL,NULL,NULL,NULL,NULL,"As Shatterskull, the Hammer Pass enters the battlefield, you may pay 3 life. If you don't, it enters the battlefield tapped.\n{T}: Add {R}.","""The safest way across the Skyfangs is to fly. Shatterskull Pass is a pretty distant second.""\n -- Samila, Murasa Expeditionary House"
439,f78c0976-83c4-4694-a93f-13046902cdd9,double_faced_token,Goblin,Token Creature -- Goblin,1,1,NULL,NULL,NULL,NULL,NULL
440,f845e2ef-d4be-4dd9-85fa-41d0564faa4b,transform,Final Iteration,Creature -- Eldrazi Insect,6,5,NULL,NULL,"Flying,Transform","Flying\nWizards you control get +2/+1 and have flying.\nWhenever you cast an instant or sorcery spell, create a 1/1 blue Human Wizard creature token.",NULL
441,f89f116a-1e8e-4ae7-be39-552e4954f229,transform,Sinuous Predator,Creature -- Eldrazi Werewolf,4,4,NULL,NULL,Transform,Sinuous Predator can't be blocked by more than one creature.,"""A different kind of transformation has taken place."""
442,f8b8f0b4-71e1-4822-99a1-b1b3c2f10cb2,transform,Unholy Fiend,Creature -- Horror,3,3,NULL,NULL,Transform,"At the beginning of your end step, you lose 1 life.","""The fiend tormented them by recounting the girl's memories, as if some part of her remained inside that twisted shell."""
443,f8fbe2a3-0425-43f9-871a-9e3748854210,art_series,Pashalik Mons,Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL
